Age,Prior Crimes,Sex (Male=1),Felony Charge (1=Yes),race_binary,actual_outcome,predicted_prob
0.14926195,-0.38211676,0.11628136,-0.036242984,1,1,0.46361125
0.85976523,-0.8135694,0.19789703,0.051352303,1,1,0.575041
-0.6175842,-0.8202699,0.15004526,-0.06206459,0,1,0.20703852
-1.0520298,-0.48534098,0.077241406,-0.05978818,0,0,0.18050756
-0.04551022,0.4368074,0.09357369,0.14968456,1,1,0.65510577
-0.15596569,0.7208324,0.07393913,0.118002094,1,0,0.68218076
-0.22109774,0.5099414,-0.1338297,0.14920175,0,1,0.5771829
0.67371535,1.343766,0.079346895,0.1409667,1,1,0.9042009
3.494283,0.82962114,0.13350344,-0.010133445,1,1,0.98850495
-0.57252365,-0.77221614,0.14976235,-0.03864045,1,0,0.22677469
-0.6677963,-0.81700134,0.12934737,-0.17410958,0,0,0.1790855
-0.06466597,-0.99860734,-0.42835313,0.1591487,0,0,0.20990895
0.6367965,-0.5789338,0.11829599,0.031380866,0,1,0.553431
-0.44429916,-0.23078606,0.043648776,-0.1108299,0,0,0.32404086
-0.48857367,0.89014107,-0.03990437,0.08450414,1,1,0.61139286
-0.5231099,-0.8569635,0.081178136,0.05968959,1,1,0.22579618
0.49731013,-0.21915065,0.15876418,0.070732504,0,0,0.62589824
0.31967828,0.6404242,0.086794406,-0.39125368,0,1,0.6598546
-0.29195753,0.23964602,-0.21784467,0.08756998,1,1,0.45621675
0.6367965,-0.5789338,0.11829599,0.031380866,1,1,0.553431
-0.82889587,-0.13910812,-0.015838077,-0.10465265,0,0,0.2532241
-1.9678222,-0.5740668,0.054955732,-0.299966,0,1,0.05842022
-0.13583182,-0.6302962,0.08707829,0.059361342,1,0,0.351447
-0.3112519,-0.63056785,0.0227261,0.0892565,0,0,0.3051625
0.21874169,-0.9867566,0.062258393,0.13217783,0,0,0.36202765
-0.2621813,-0.68315387,-0.08765478,0.16543195,0,0,0.2972234
-2.4600935,-0.6527433,0.108354904,0.03832602,0,0,0.049305763
-0.19123973,-0.50094634,0.11053101,-0.012273481,1,0,0.35734078
0.6962107,-0.8385831,0.11057785,-0.012622253,1,1,0.49064773
1.1731296,1.1176656,0.054803766,0.07716605,1,1,0.91906935
0.9865906,0.12402607,0.11314843,-0.01359934,0,1,0.77156514
0.45849633,-0.795105,-0.14132716,0.11949898,0,0,0.4130348
-0.22105208,3.7029748,0.0011624296,0.15404046,1,0,0.97452193
0.2455198,-0.69992083,0.056827888,-0.14765896,1,0,0.36859983
0.49731013,-0.21915065,0.15876418,0.070732504,1,1,0.62589824
-0.12743819,-0.8839565,-0.16773024,0.16056077,1,0,0.26667446
-0.858109,-0.3518381,-0.5328539,-0.09931683,1,0,0.13763016
-0.57734865,-0.20117591,0.10069287,-0.02542074,0,1,0.33264455
-1.629023,-1.0040509,-0.14347127,0.19872822,1,0,0.07104075
-0.19123973,-0.50094634,0.11053101,-0.012273481,0,1,0.35734078
-0.6843656,-0.23163809,0.020539783,-0.09994298,1,0,0.2712274
0.9865906,0.12402607,0.11314843,-0.01359934,1,0,0.77156514
0.07818635,-0.09893902,0.033009727,0.08818461,1,0,0.52683556
-0.48857367,0.89014107,-0.03990437,0.08450414,1,1,0.61139286
0.29711354,-0.6039781,-0.79859567,-0.0074287374,1,0,0.24863881
-0.684343,0.2593698,0.065845504,-0.13445069,1,1,0.38070077
-0.064056456,-0.50179166,-0.5100568,0.0438042,1,0,0.26403582
0.19670732,-1.0199882,0.10673828,0.036177427,1,0,0.33774465
-0.17644203,-0.4882017,0.13418184,0.031419523,1,1,0.37941343
-0.8932323,-0.36532015,-0.020763338,0.12028306,0,1,0.2401188
-0.2778992,0.61530644,0.15192488,-0.060601138,1,1,0.60724217
-0.060820278,1.3110691,-0.24547915,-0.018426284,0,1,0.72974867
0.85976523,-0.8135694,0.19789703,0.051352303,1,1,0.575041
-0.24267258,-0.8427063,0.03627781,0.120303825,0,0,0.28459266
0.18343705,-0.8779736,0.16766328,-0.07667316,1,1,0.35513508
-0.25365737,-0.24788699,0.13905741,0.032556046,0,0,0.4199625
-0.27541897,1.2971193,0.071505785,0.06285392,1,1,0.76188886
0.13293123,-0.89868236,0.08863294,-0.06040786,1,0,0.32508022
0.7470881,0.82690436,0.10822145,0.23221144,0,1,0.8722979
0.1922007,-0.17737488,-0.04831163,-0.2468822,1,1,0.4320813
0.054387443,0.86553395,0.016811337,0.07385921,0,1,0.734504
-0.19123973,-0.50094634,0.11053101,-0.012273481,0,1,0.35734078
1.0889417,-0.6888656,0.12763251,-0.010019092,0,0,0.62824446
-0.81474936,-0.5855291,0.071704715,-0.090282924,0,0,0.19594197
-1.1267956,1.2064282,0.06883465,-0.034734022,1,0,0.5301476
0.012757649,-0.27433836,0.09884695,-0.14210397,0,0,0.42608708
-0.6794129,0.78774273,-0.026387684,-0.03522588,1,1,0.5134268
-0.64021677,0.88364303,0.049091473,-0.1540965,1,0,0.5362923
-0.17172574,1.5449964,0.13299537,0.0014668978,1,1,0.8197622
0.6962107,-0.8385831,0.11057785,-0.012622253,1,1,0.49064773
-0.42952716,-0.46845433,-0.56757146,0.024040444,0,0,0.19239722
0.22493117,1.840057,-0.78844774,0.06391539,1,1,0.7937139
0.16736285,0.7659524,0.05124248,0.04995185,1,1,0.739142
-0.31359285,-0.20925571,-0.024913482,-0.035783876,0,0,0.35972852
0.012757649,-0.27433836,0.09884695,-0.14210397,0,0,0.42608708
-0.15364973,-0.77030873,-0.26609206,-0.3354692,0,1,0.17968029
-0.09593769,0.18520777,0.112232625,0.06942364,0,1,0.5690387
-0.34063706,-0.47858492,-0.003132398,0.07849296,1,0,0.3236916
-0.76422656,0.72533816,0.048641928,0.04764367,1,1,0.51609474
-0.06466597,-0.99860734,-0.42835313,0.1591487,1,0,0.20990895
0.599559,0.56793416,0.053758558,0.044528462,1,1,0.7812192
-0.70013845,-0.28575522,-0.06436636,0.15368296,1,0,0.29119784
1.7873092,-0.13436487,0.11366352,-0.0069346423,1,1,0.854044
-0.010413269,-0.5463979,0.044387504,0.1940939,1,1,0.4227911
-0.47728306,0.6223344,0.009999376,0.026636664,1,1,0.54703337
0.14926195,-0.38211676,0.11628136,-0.036242984,0,0,0.46361125
-0.6510333,-0.215219,0.08607349,0.2012076,0,1,0.3607828
-0.34247705,-0.20830594,-0.19401088,0.11323297,0,1,0.34874558
0.20107958,-1.0187922,-0.22912185,0.32360008,0,0,0.32822368
-0.4415325,0.14026232,0.088857695,0.13154852,1,0,0.48154333
0.15285149,-0.20653306,0.011300728,-0.012053229,1,1,0.48814467
0.3435779,1.2831683,0.040598627,-0.111941636,0,1,0.8266985
0.053764485,-0.7955897,0.09295847,0.020308819,1,0,0.3494281
0.09855305,-0.7290691,0.1751096,-0.0344829,0,1,0.381571
-2.522042,0.021662936,0.051841,-0.04731545,0,0,0.076643534
0.13293123,-0.89868236,0.08863294,-0.06040786,0,0,0.32508022
2.4245512,-0.9308807,-0.58305436,0.003183633,0,1,0.71520597
0.2975834,-0.3412796,-0.44674587,0.1052476,1,1,0.4065632
-1.6123487,0.89994174,-0.07293363,-0.18684912,1,0,0.27584103
0.4352089,-1.0092001,0.053982,0.015263316,1,0,0.37807143
-0.46214953,0.27185088,0.09180785,0.09583095,0,0,0.50108594
-0.24267258,-0.8427063,0.03627781,0.120303825,1,0,0.28459266
1.0889417,-0.6888656,0.12763251,-0.010019092,1,0,0.62824446
-0.21108478,-0.7668218,-0.3025807,-0.27221072,0,0,0.17570919
0.98842394,0.21624427,0.021605112,0.026096027,0,0,0.77891827
-0.34063706,-0.47858492,-0.003132398,0.07849296,0,1,0.3236916
-0.06107393,-0.77265155,0.13902073,-0.06442025,0,0,0.32035926
1.4805709,0.7986562,0.07228477,0.11225514,0,0,0.9220672
0.8306198,0.7204603,0.04488797,0.21580881,1,1,0.86041975
-0.58202994,-0.8339293,0.17073849,-0.098810904,1,0,0.20799924
-0.031700592,-0.767151,0.0044162106,0.026821867,0,1,0.3185139
-0.81474936,-0.5855291,0.071704715,-0.090282924,0,0,0.19594197
-0.017137634,-1.0696884,-0.63769823,-0.22397155,0,0,0.1254842
-0.86193675,-0.46542242,0.029045215,-0.31124103,0,0,0.16762546
-0.4340606,-0.6510964,0.07923024,-0.13313201,0,0,0.24378218
0.35588565,-0.17738368,-0.011709248,0.19974993,1,0,0.5923155
0.49731013,-0.21915065,0.15876418,0.070732504,1,0,0.62589824
-0.47300574,-0.82568413,0.12966406,-0.20960952,0,0,0.20235643
-0.6248666,-0.6723731,-0.04438173,-0.07761769,0,0,0.19588166
-0.29946038,1.5930169,0.022345608,0.12190449,1,1,0.8091985
-0.047362763,0.08619906,0.095702246,-0.25205827,0,1,0.4723991
-0.49616072,0.12715508,0.1212047,0.023184353,1,1,0.44581053
0.6930009,-0.25117272,0.13639198,0.06499966,0,0,0.65706086
-0.24584764,2.9330409,0.070677236,-0.3299567,1,1,0.9194515
0.26151016,1.0524206,0.034812618,-0.045664962,1,0,0.78752697
0.075131446,-0.59494257,-0.48860812,-0.052511763,1,0,0.25847167
-0.39308333,1.2700106,-0.012218824,-0.037872937,1,1,0.697166
-0.2599281,-0.22077164,0.07700778,0.11594977,1,0,0.43027267
0.15285149,-0.20653306,0.011300728,-0.012053229,0,1,0.48814467
-0.31845096,0.2900545,0.057208955,-0.33218265,0,1,0.42644596
0.6930009,-0.25117272,0.13639198,0.06499966,1,0,0.65706086
0.6400123,0.5410973,0.10616212,0.0938008,1,1,0.80028504
-0.15376857,2.3166487,-0.0005292462,0.11212675,1,1,0.9073317
0.36385903,-0.11757828,-0.02359155,0.12071992,1,1,0.5867176
-0.34063706,-0.47858492,-0.003132398,0.07849296,0,0,0.3236916
-1.5608538,-1.0071687,0.11154094,0.0668373,0,0,0.084505975
1.0092992,-0.034436546,0.092659764,0.008769652,0,0,0.7471172
0.6367965,-0.5789338,0.11829599,0.031380866,1,0,0.553431
0.19922099,1.3210713,0.042664286,-0.050179634,0,1,0.8205061
-0.13450429,-0.7975643,-0.12927197,0.29555118,0,1,0.31890994
-0.8326778,-0.73656195,0.04758308,0.042638145,0,0,0.18663661
-0.4700649,1.6846788,0.12297526,0.16946813,1,0,0.81966215
0.3635513,-0.79011506,0.037445754,0.069952466,1,0,0.42258713
-0.8757535,0.88639593,-0.034738358,-0.111741036,0,0,0.4678362
-0.6225306,0.32415566,0.11950359,-0.18601876,0,0,0.4114715
0.7329871,2.5191336,0.12659325,-0.03352893,0,1,0.9661764
-0.32626644,1.650792,0.07042139,-0.34550634,0,0,0.74201035
-0.13382354,-0.81475264,-0.3683478,0.18319596,0,1,0.24476616
0.12662324,0.26870763,0.080843784,-0.21511135,0,1,0.56661826
-0.3950236,-0.5472023,0.08744308,-0.20728311,0,0,0.25825435
0.17599103,-0.63600343,0.06299817,0.006737599,0,0,0.4053377
0.2455198,-0.69992083,0.056827888,-0.14765896,1,0,0.36859983
1.009619,-0.7063456,0.098187394,0.010238512,1,0,0.6031727
-0.590297,0.17298694,0.079909675,0.08106396,1,1,0.43798777
0.16736285,0.7659524,0.05124248,0.04995185,1,1,0.739142
0.34250858,1.5276856,0.0008676184,-0.020540893,0,1,0.8650082
0.65621793,0.7042765,-0.27680352,0.0053148153,1,0,0.7495118
-0.4200901,-0.5200464,0.07020248,-0.10054005,0,0,0.27618417
-0.4431761,0.63102955,0.013930834,-0.01538003,1,0,0.54820186
1.2213167,0.6231316,0.11043555,-0.025531612,0,1,0.87395126
0.21874169,-0.9867566,0.062258393,0.13217783,1,1,0.36202765
0.17697032,-0.4764608,0.07335443,0.10302848,0,0,0.47100657
0.050841693,0.9253152,-0.024985343,0.09614787,1,1,0.74160427
-0.0989162,-0.48746675,0.11391404,-0.06032093,0,0,0.3715002
-0.5162623,1.4748322,0.10172992,0.15073067,1,1,0.7717172
0.98842394,0.21624427,0.021605112,0.026096027,1,1,0.77891827
-0.8336312,1.3201565,-0.68898857,0.10568349,1,0,0.47757104
-0.4890521,0.27243373,0.11291957,0.05787286,1,0,0.49029574
-0.4431761,0.63102955,0.013930834,-0.01538003,0,1,0.54820186
0.29711354,-0.6039781,-0.79859567,-0.0074287374,0,0,0.24863881
-0.45867318,0.6347942,0.051352147,0.035522588,0,0,0.5670929
-0.83965117,0.7733429,-0.04970533,-0.030297227,1,1,0.4652294
0.08946988,0.1435367,-0.08150916,0.11303506,0,1,0.56746995
-0.43792778,0.4094876,0.09600766,-0.044717338,1,1,0.5074629
-0.9018594,-0.4259505,0.00690097,-0.10979414,0,0,0.19408245
-1.0828203,-0.5148225,0.094906986,-0.0042152144,1,1,0.18243329
2.9989867,-1.0242558,-0.58316725,0.14697006,1,1,0.82426846
-0.14111634,0.36936766,0.059061885,0.14321148,1,1,0.60766995
-1.0345501,-0.40863645,0.029013632,-0.2169787,0,0,0.16463377
1.0092992,-0.034436546,0.092659764,0.008769652,1,1,0.7471172
-0.5834931,-0.7150706,-0.2320834,0.08908738,1,1,0.19238976
0.18343705,-0.8779736,0.16766328,-0.07667316,1,0,0.35513508
0.38750055,-0.24312195,0.04901813,0.026651803,1,1,0.5565205
-0.22109774,0.5099414,-0.1338297,0.14920175,1,1,0.5771829
-0.71070486,-0.2366304,-0.1109871,0.14656337,1,1,0.28807414
-0.41713735,-0.62260544,0.07520702,-0.21113184,0,0,0.2370967
0.6367965,-0.5789338,0.11829599,0.031380866,1,1,0.553431
-0.16522463,0.06548038,0.030707384,0.15616909,1,0,0.52351665
0.19801725,2.2537138,0.10469914,0.005127006,1,1,0.92881054
-2.7201478,-0.6807457,-0.29964113,0.051328104,1,0,0.0255259
-1.9050686,3.4574435,-0.027531559,0.07268519,1,1,0.8326509
0.21294686,0.9816887,-0.2879507,-0.4176922,0,0,0.6215181
-0.086064786,-0.90025806,0.06685079,0.04920561,0,1,0.29665807
0.7795325,-0.6977168,-0.40561703,0.07607263,1,1,0.4401076
-1.3314748,-0.9240224,-0.36726263,0.17131639,0,1,0.079846226
0.6645363,-0.36791942,0.17615461,-0.13273136,1,0,0.58590055
-1.5875489,-1.0603253,0.14109361,0.028943563,0,0,0.07792849
1.2616969,0.59143806,0.09567064,0.112422414,1,0,0.887777
-0.6634596,0.81234306,0.039838377,0.023747733,1,0,0.5546493
0.38988423,-0.7544016,-0.4694663,0.14292692,0,1,0.33535734
0.19337529,0.8201315,0.017113177,0.04347875,1,1,0.7467026
0.17697032,-0.4764608,0.07335443,0.10302848,1,1,0.47100657
-0.7356235,0.9017274,0.04292508,0.009178015,1,1,0.556066
0.98842394,0.21624427,0.021605112,0.026096027,1,1,0.77891827
-1.1302532,-1.0738679,0.05441395,0.25170073,1,0,0.13113008
-0.39117151,0.21907498,-0.20818023,-0.029845558,0,0,0.40056318
-0.5913445,2.3031976,0.091990314,0.077627584,1,0,0.8685813
0.27979657,2.8089154,0.07126896,0.30901822,1,1,0.96999717
0.19670732,-1.0199882,0.10673828,0.036177427,0,0,0.33774465
0.7775865,0.68986833,0.060531773,0.18812318,1,1,0.84852946
-0.4162561,-0.5605729,-0.0035320786,0.11256923,0,0,0.2971747
-0.92035514,0.35050252,0.09468742,-0.10194647,1,1,0.36121187
1.009619,-0.7063456,0.098187394,0.010238512,1,0,0.6031727
-0.06107393,-0.77265155,0.13902073,-0.06442025,1,0,0.32035926
-0.62928295,1.0287557,0.013588642,-0.022580732,1,0,0.59808326
0.47350416,1.0469946,0.025239697,-0.12553708,1,1,0.80646557
-0.4200901,-0.5200464,0.07020248,-0.10054005,1,0,0.27618417
0.008976864,0.34072956,0.06274938,0.06875887,1,1,0.61968666
-0.47680375,2.3514485,-0.00629491,0.054767046,1,1,0.873263
-0.66823757,-0.81050533,-0.3376675,0.22859274,1,0,0.17068028
-0.8130132,-1.0188575,-0.49619934,-0.09393525,1,0,0.08203579
1.0889417,-0.6888656,0.12763251,-0.010019092,1,0,0.62824446
-0.32086465,3.8269122,-0.19510397,-0.14042246,0,1,0.9599797
0.6930009,-0.25117272,0.13639198,0.06499966,1,0,0.65706086
-0.41521117,-0.80001384,-0.6541826,-0.328711,0,0,0.10055133
-1.3796254,-0.26262733,0.0046063303,-0.07792991,0,1,0.1533489
-0.42163578,-0.2104852,-0.0047119213,0.1438794,0,0,0.3808482
0.49731013,-0.21915065,0.15876418,0.070732504,0,0,0.62589824
0.18343705,-0.8779736,0.16766328,-0.07667316,1,1,0.35513508
0.6962107,-0.8385831,0.11057785,-0.012622253,0,1,0.49064773
-0.15268259,-0.6367385,-0.2671769,-0.28643507,0,0,0.20816396
-0.8964121,0.38355994,-0.31804892,-0.01938961,1,0,0.30084273
0.36385903,-0.11757828,-0.02359155,0.12071992,1,0,0.5867176
-0.8967314,1.2090273,0.024224054,-0.15608811,1,1,0.54672235
0.7795325,-0.6977168,-0.40561703,0.07607263,0,0,0.4401076
0.19982484,-1.0481879,-0.6448644,-0.10644168,0,0,0.16900933
0.3635513,-0.79011506,0.037445754,0.069952466,1,0,0.42258713
-0.27636176,-0.7095819,-0.4964972,-0.009857207,1,0,0.18462895
-0.4667543,0.80449617,0.024737481,-0.021701569,0,1,0.58607954
1.3112837,-1.1106265,0.104420595,-0.06982547,1,1,0.5602697
0.2975834,-0.3412796,-0.44674587,0.1052476,0,1,0.4065632
0.7674175,0.35040414,0.12610577,-0.05335251,1,0,0.768094
-0.62582856,-0.29843938,0.0698573,-0.14289294,1,1,0.27085298
